id,title,type,genre,tmdb_score,popularity,vote_count,release_year,original_language
719,Dark,TV Show,Mystery,8.42,21.6017,7098,2017,de
700,Riverdale,TV Show,Mystery,8.4,26.4686,13595,2017,en
876,BEASTARS,TV Show,Mystery,8.4,8.6317,1219,2019,ja
1044,When the Phone Rings,TV Show,Mystery,8.4,6.2553,251,2024,ko
1076,Tale of the Nine Tailed,TV Show,Mystery,8.4,5.0931,469,2020,ko
621,Wednesday,TV Show,Mystery,8.391,447.3648,9737,2022,en
665,Tougen Anki,TV Show,Mystery,8.348,36.339,23,2025,ja
664,Outer Banks,TV Show,Mystery,8.336,36.8032,1090,2020,en
715,The Uncanny Counter,TV Show,Mystery,8.325,23.1603,386,2020,ko
1105,The Amazing Digital Circus,TV Show,Mystery,8.318,5.1026,110,2023,en
625,Supernatural,TV Show,Mystery,8.3,129.4946,7982,2005,en
913,Vagabond,TV Show,Mystery,8.3,7.9442,482,2019,ko
1114,Stranger,TV Show,Mystery,8.3,5.4831,181,2017,ko
663,Black Mirror,TV Show,Mystery,8.281,37.0808,5681,2011,en
690,White Collar,TV Show,Mystery,8.251,31.488,1455,2009,en
666,Gossip Girl,TV Show,Mystery,8.2,33.1522,2208,2007,en
685,Alice in Borderland,TV Show,Mystery,8.2,28.7162,2327,2020,ja
762,Scooby-Doo! Mystery Incorporated,TV Show,Mystery,8.2,14.2117,1060,2010,en
770,Light the Night,TV Show,Mystery,8.2,8.82,52,2021,zh
891,Chilling Adventures of Sabrina,TV Show,Mystery,8.2,8.1999,3637,2018,en
912,My Name,TV Show,Mystery,8.2,7.4222,973,2021,ko
986,Kingdom,TV Show,Mystery,8.2,7.3002,1124,2019,ko
1009,The Double,TV Show,Mystery,8.2,6.1294,31,2024,zh
966,The Haunting of Hill House,TV Show,Mystery,8.1,6.6113,2502,2018,en
1004,Gyeongseong Creature,TV Show,Mystery,8.046,6.3925,283,2023,ko
703,Case Closed (Detective Conan),TV Show,Mystery,8.004,25.0237,711,1996,ja
681,Elite,TV Show,Mystery,8.0,29.8261,9264,2018,es
988,Happiness,TV Show,Mystery,8.0,6.135,527,2021,ko
920,Dept. Q,TV Show,Mystery,7.996,8.2241,251,2025,en
648,Lost,TV Show,Mystery,7.9,48.3394,4669,2004,en
796,Goosebumps,TV Show,Mystery,7.9,11.8023,606,1995,en
1058,PLUTO,TV Show,Mystery,7.9,6.3212,203,2023,ja
1101,Busted!,TV Show,Mystery,7.9,4.9852,36,2018,ko
633,Squid Game,TV Show,Mystery,7.862,77.6734,16718,2021,ko
752,The Loud House,TV Show,Mystery,7.846,15.4993,547,2016,en
767,The Night Agent,TV Show,Mystery,7.8,14.3813,972,2023,en
1048,Locke & Key,TV Show,Mystery,7.8,6.3019,1354,2020,en
1110,Kakegurui,TV Show,Mystery,7.8,4.5983,177,2018,ja
730,Evil,TV Show,Mystery,7.779,19.1951,913,2019,en
366,Donnie Darko,Movie,Mystery,7.768,6.306,12900,2001,en
196,The Hateful Eight,Movie,Mystery,7.756,11.106,14701,2015,en
837,Lupin,TV Show,Mystery,7.73,13.1762,2395,2021,fr
836,Olympo,TV Show,Mystery,7.72,10.8031,109,2025,es
1034,The Order,TV Show,Mystery,7.7,5.6887,874,2019,en
1103,Money Heist: Korea - Joint Economic Area,TV Show,Mystery,7.7,5.2687,691,2022,ko
631,The Blacklist,TV Show,Mystery,7.639,91.1921,3352,2013,en
735,Manifest,TV Show,Mystery,7.6,19.5904,1682,2018,en
821,13 Reasons Why,TV Show,Mystery,7.6,11.4614,4362,2017,en
1104,The Haunting of Bly Manor,TV Show,Mystery,7.591,5.5774,1281,2020,en
1033,The OA,TV Show,Mystery,7.525,5.4892,1257,2016,en
885,Yellowjackets,TV Show,Mystery,7.5,7.9246,857,2021,en
1041,1899,TV Show,Mystery,7.5,5.8943,1385,2022,de
1119,Santa Clarita Diet,TV Show,Mystery,7.5,4.791,756,2017,en
911,Guillermo del Toro's Cabinet of Curiosities,TV Show,Mystery,7.499,7.83,898,2022,en
865,3 Body Problem,TV Show,Mystery,7.481,9.7666,1240,2024,en
356,Wind River,Movie,Mystery,7.435,6.2636,5482,2017,en
769,UNTAMED,TV Show,Mystery,7.4,13.9548,260,2025,en
929,A Series of Unfortunate Events,TV Show,Mystery,7.4,9.1558,951,2017,en
987,The Worst Witch,TV Show,Mystery,7.398,7.0403,196,2017,en
1088,A Good Girl's Guide to Murder,TV Show,Mystery,7.393,5.7702,243,2024,en
281,Enola Holmes 2,Movie,Mystery,7.343,7.7085,1596,2022,en
956,Dark Desire,TV Show,Mystery,7.3,7.3614,4249,2020,es
1090,Hellbound,TV Show,Mystery,7.3,5.0535,950,2021,ko
315,Enola Holmes,Movie,Mystery,7.25,7.8745,6260,2020,en
200,Sherlock Holmes,Movie,Mystery,7.216,9.9016,14327,2009,en
686,Burn the House Down,TV Show,Mystery,7.2,31.7171,57,2023,ja
326,Limitless,Movie,Mystery,7.193,7.0243,11006,2011,en
475,Fear Street: 1978,Movie,Mystery,7.188,5.9912,2075,2021,en
249,Sherlock Holmes: A Game of Shadows,Movie,Mystery,7.143,7.009,10602,2011,en
697,Quantum Leap,TV Show,Mystery,7.1,15.2722,145,2022,en
1117,The Good Detective,TV Show,Mystery,7.1,5.1038,37,2020,ko
194,Glass Onion: A Knives Out Mystery,Movie,Mystery,7.042,12.0279,6086,2022,en
1052,The Survivors,TV Show,Mystery,7.031,6.0989,49,2025,en
559,A Fall from Grace,Movie,Mystery,7.0,4.779,953,2020,en
793,Van Helsing,TV Show,Mystery,7.0,13.2772,893,2016,en
1113,Radiation House,TV Show,Mystery,7.0,5.2535,6,2019,ja
881,Ancient Aliens,TV Show,Mystery,6.9,9.5737,282,2010,en
583,Black Mirror: Bandersnatch,Movie,Mystery,6.762,3.8038,4023,2018,en
129,The Thursday Murder Club,Movie,Mystery,6.704,44.4833,451,2025,en
592,Badland Hunters,Movie,Mystery,6.7,5.3669,756,2024,ko
789,Fatal Seduction,TV Show,Mystery,6.7,12.949,78,2023,en
860,Slasher,TV Show,Mystery,6.7,10.1858,326,2016,en
395,Fear Street: 1994,Movie,Mystery,6.696,6.4525,2473,2021,en
399,Smile,Movie,Mystery,6.665,6.8753,3716,2022,en
500,Luther: The Fallen Sun,Movie,Mystery,6.661,6.8348,1004,2023,en
309,Escape Room,Movie,Mystery,6.544,7.0499,4849,2019,en
344,Orion and the Dark,Movie,Mystery,6.532,7.0711,585,2024,en
153,Until Dawn,Movie,Mystery,6.506,17.8628,987,2025,en
580,Luckiest Girl Alive,Movie,Mystery,6.5,5.3269,872,2022,en
360,Copycat,Movie,Mystery,6.475,6.6878,1139,1995,en
577,The Mortal Instruments: City of Bones,Movie,Mystery,6.44,5.1275,4534,2013,en
306,Murder Mystery 2,Movie,Mystery,6.411,7.5208,1828,2023,en
343,Burning Betrayal,Movie,Mystery,6.4,6.6035,204,2023,pt
338,A Widow's Game,Movie,Mystery,6.311,6.5974,201,2025,es
936,The Hunting Wives,TV Show,Mystery,6.3,7.6622,30,2025,en
472,Murder Mystery,Movie,Mystery,6.272,6.1501,4598,2019,en
445,The Ritual,Movie,Mystery,6.271,6.3671,3214,2017,en
682,Two Graves,TV Show,Mystery,6.216,25.6744,44,2025,es
1092,Missing You,TV Show,Mystery,6.209,5.3726,115,2025,en
144,Almost Cops,Movie,Mystery,5.906,22.0817,144,2025,nl
746,CID,TV Show,Mystery,5.875,17.2862,24,1998,hi
414,A Classic Horror Story,Movie,Mystery,5.845,6.1393,997,2021,it
353,Fear Street: Prom Queen,Movie,Mystery,5.423,6.6207,435,2025,en
322,How It Ends,Movie,Mystery,5.3,7.3917,1967,2018,en
679,Maledictions,TV Show,Mystery,5.0,29.3274,3,2025,es
784,Band of Brothers,TV Show,Politics,8.574,13.8591,3863,2001,en
1097,Vinland Saga,TV Show,Politics,8.499,5.6091,833,2019,ja
687,The Last Kingdom,TV Show,Politics,8.3,27.6303,1853,2015,en
635,Vikings,TV Show,Politics,8.095,75.6064,7295,2013,en
953,The Pacific,TV Show,Politics,7.8,7.1353,2423,2010,en
744,Vikings: Valhalla,TV Show,Politics,7.693,18.5962,969,2022,en
822,Mobile Suit Gundam SEED,TV Show,Politics,7.6,15.2249,51,2002,ja
925,The Diplomat,TV Show,Politics,7.516,7.5692,334,2023,en
816,Fauda,TV Show,Politics,7.5,11.4174,224,2015,he
799,Designated Survivor,TV Show,Politics,7.1,12.8979,1033,2016,en
777,Hostage,TV Show,Politics,7.0,12.7299,54,2025,en
1015,Zero Day,TV Show,Politics,7.0,6.56,350,2025,en
1099,Love Is Blind: France,TV Show,Reality,10.0,6.4839,1,2025,fr
1068,Culinary Class Wars,TV Show,Reality,8.5,5.8408,43,2024,ko
1051,Nineteen to Twenty,TV Show,Reality,7.8,5.7153,41,2023,ko
952,The Devil's Plan,TV Show,Reality,7.6,7.057,93,2023,ko
712,Men on a Mission,TV Show,Reality,7.5,24.3354,37,2015,ko
840,Deadliest Catch,TV Show,Reality,7.1,10.0347,159,2005,en
853,Pawn Stars,TV Show,Reality,7.1,9.6019,282,2009,en
873,Gold Rush,TV Show,Reality,6.976,9.6743,167,2010,en
1095,American Pickers,TV Show,Reality,6.9,5.3716,105,2010,en
676,Raw,TV Show,Reality,6.8,32.2613,338,1993,en
890,Top Chef,TV Show,Reality,6.8,8.2719,64,2006,en
1082,The Gentlemen's League,TV Show,Reality,6.7,5.4567,3,2019,ko
872,Too Hot to Handle,TV Show,Reality,6.615,9.049,434,2020,en
1062,Squid Game: The Challenge,TV Show,Reality,6.4,5.8545,580,2023,en
1102,Love Is Blind,TV Show,Reality,6.4,5.324,89,2020,en
717,Project Runway,TV Show,Reality,6.3,20.9789,105,2004,en
797,Kiss or Die,TV Show,Reality,0.0,11.823,0,2025,ja
555,Cztery Pory Roku,Movie,Romance,10.0,3.8286,1,2025,pl
125,Love Untangled,Movie,Romance,8.569,56.5032,73,2025,ko
244,Drawing Closer,Movie,Romance,8.364,8.6208,166,2024,ja
469,I am the Secret in Your Heart,Movie,Romance,8.2,4.9653,5,2024,zh
235,20th Century Girl,Movie,Romance,8.168,9.4867,758,2022,ko
265,Purple Hearts,Movie,Romance,8.072,8.108,2739,2022,en
219,Redeeming Love,Movie,Romance,7.9,10.0863,649,2022,en
240,La La Land,Movie,Romance,7.9,9.815,17491,2016,en
591,A Whisker Away,Movie,Romance,7.9,5.0271,1437,2020,ja
402,The Theory of Everything,Movie,Romance,7.839,6.0109,10814,2014,en
263,Past Lives,Movie,Romance,7.728,8.7143,2018,2023,en
292,"Miraculous: Ladybug & Cat Noir, The Movie",Movie,Romance,7.623,7.3534,921,2023,fr
390,Groundhog Day,Movie,Romance,7.6,6.3564,8404,1993,en
329,To All the Boys I've Loved Before,Movie,Romance,7.599,6.7739,8573,2018,en
578,Zindagi Na Milegi Dobara,Movie,Romance,7.591,6.3879,375,2011,hi
430,A Star Is Born,Movie,Romance,7.497,6.1667,11937,2018,en
420,The Last: Naruto the Movie,Movie,Romance,7.458,6.6207,2336,2014,ja
155,Bram Stoker's Dracula,Movie,Romance,7.447,14.4484,5433,1992,en
236,Through My Window,Movie,Romance,7.4,9.5918,3260,2022,es
423,Y Tu Mamá También,Movie,Romance,7.4,6.5826,1629,2001,es
456,2 Hearts,Movie,Romance,7.321,5.5951,608,2020,en
324,Phantom Thread,Movie,Romance,7.313,5.5384,3597,2017,en
615,5 Centimeters per Second,Movie,Romance,7.289,5.1524,2042,2007,ja
416,Yeh Jawaani Hai Deewani,Movie,Romance,7.274,6.8126,276,2013,hi
382,Clueless,Movie,Romance,7.268,5.9114,4606,1995,en
284,Downton Abbey,Movie,Romance,7.2,7.7037,1191,2019,en
351,The Kissing Booth,Movie,Romance,7.2,7.1088,7332,2018,en
531,Skywalkers: A Love Story,Movie,Romance,7.2,5.7066,70,2024,en
527,Lost in Starlight,Movie,Romance,7.177,5.9373,99,2025,ko
205,After We Collided,Movie,Romance,7.163,10.5928,5395,2020,en
137,My Oxford Year,Movie,Romance,7.11,25.404,408,2025,en
122,The Wrong Paris,Movie,Romance,7.1,109.0683,44,2025,en
143,After,Movie,Romance,7.1,21.0445,8389,2019,en
560,365 Days,Movie,Romance,7.013,5.176,9268,2020,pl
348,After We Fell,Movie,Romance,7.0,7.0866,2670,2021,en
264,It Ends with Us,Movie,Romance,6.985,8.0565,1704,2024,en
241,Mamma Mia!,Movie,Romance,6.976,8.7021,6770,2008,en
612,The Life List,Movie,Romance,6.964,4.6538,491,2025,en
266,Focus,Movie,Romance,6.9,8.4318,8038,2015,en
362,After Everything,Movie,Romance,6.9,7.0385,938,2023,en
433,Through My Window 3: Looking at You,Movie,Romance,6.9,5.8758,630,2024,es
386,A Perfect Pairing,Movie,Romance,6.854,6.4466,572,2022,en
175,Anyone But You,Movie,Romance,6.839,13.6971,2719,2023,en
551,Dil Dhadakne Do,Movie,Romance,6.803,4.9556,147,2015,hi
308,Hit Man,Movie,Romance,6.8,7.6031,1392,2024,en
345,After Ever Happy,Movie,Romance,6.8,6.9569,1300,2022,en
485,Guru,Movie,Romance,6.8,5.5049,128,2007,hi
431,Lady Chatterley's Lover,Movie,Romance,6.7,5.9344,466,2022,en
487,A California Christmas: City Lights,Movie,Romance,6.7,5.6444,180,2021,en
533,Still Time,Movie,Romance,6.7,5.6449,343,2023,it
342,Through My Window: Across the Sea,Movie,Romance,6.6,6.8713,913,2023,es
384,Weird Science,Movie,Romance,6.6,5.4627,1457,1985,en
581,Nitham Oru Vaanam,Movie,Romance,6.6,5.0995,10,2022,ta
165,American Pie,Movie,Romance,6.597,13.0856,7953,1999,en
572,Bridesmaids,Movie,Romance,6.519,4.764,4491,2011,en
512,He's All That,Movie,Romance,6.505,5.0924,1429,2021,en
272,A Night at the Roxbury,Movie,Romance,6.5,8.7392,942,1998,en
310,Heart Eyes,Movie,Romance,6.5,7.1866,317,2025,en
441,The Tearsmith,Movie,Romance,6.5,6.2363,901,2024,it
586,Ae Dil Hai Mushkil,Movie,Romance,6.442,4.7865,207,2016,hi
343,Burning Betrayal,Movie,Romance,6.4,6.6035,204,2023,pt
162,The Next 365 Days,Movie,Romance,6.391,15.4976,1248,2022,pl
273,Miller's Girl,Movie,Romance,6.383,7.8552,858,2024,en
534,The Karate Kid Part II,Movie,Romance,6.329,4.6883,2347,1986,en
541,Maestro,Movie,Romance,6.306,5.5137,776,2023,en
427,Knocked Up,Movie,Romance,6.296,6.3266,4087,2007,en
610,Tu Jhoothi Main Makkaar,Movie,Romance,6.283,5.0912,205,2023,hi
341,American Pie 2,Movie,Romance,6.247,7.0702,5079,2001,en
123,Fall for Me,Movie,Romance,6.2,68.2814,109,2025,de
136,Saiyaara,Movie,Romance,6.2,31.0783,102,2025,hi
316,"Hello, Goodbye, and Everything in Between",Movie,Romance,6.2,7.4116,257,2022,en
337,Antz,Movie,Romance,6.2,7.3111,4573,1998,en
448,Eat Pray Love,Movie,Romance,6.2,5.7006,2527,2010,en
470,Dear David,Movie,Romance,6.2,5.1312,37,2023,id
197,One Hit Wonder,Movie,Romance,6.1,9.2715,7,2025,tl
368,The Persian Version,Movie,Romance,6.1,6.5266,32,2023,en
214,On Swift Horses,Movie,Romance,6.066,10.0842,62,2025,en
548,Metro... In Dino,Movie,Romance,6.0,4.5221,8,2025,hi
135,365 Days: This Day,Movie,Romance,5.9,29.5158,1762,2022,pl
606,Hey! Sinamika,Movie,Romance,5.8,4.2164,20,2022,ta
447,Ibiza,Movie,Romance,5.717,4.9758,1171,2018,en
160,Planet Single: Greek Adventure,Movie,Romance,5.7,15.0714,13,2025,pl
459,Bad Influence,Movie,Romance,5.611,5.9587,226,2025,es
511,Aloha,Movie,Romance,5.514,5.2477,2096,2015,en
569,Sarbath,Movie,Romance,5.0,4.9601,6,2021,ta
502,Flashback,Movie,Romance,4.8,5.3997,40,2023,en
738,Pokémon Horizons,TV Show,Sci-Fi,9.0,18.064,86,2023,ja
630,"Bon Appétit, Your Majesty",TV Show,Sci-Fi,8.923,94.2988,39,2025,ko
716,The Summer Hikaru Died,TV Show,Sci-Fi,8.8,26.8159,30,2025,ja
736,Arcane,TV Show,Sci-Fi,8.762,17.8762,5360,2021,en
657,Frieren: Beyond Journey's End,TV Show,Sci-Fi,8.76,47.1465,517,2023,ja
835,Avatar: The Last Airbender,TV Show,Sci-Fi,8.758,10.6058,4471,2005,en
778,Fullmetal Alchemist: Brotherhood,TV Show,Sci-Fi,8.7,13.5315,2250,2009,ja
677,Hunter x Hunter,TV Show,Sci-Fi,8.666,34.7098,1940,2011,ja
713,Demon Slayer: Kimetsu no Yaiba,TV Show,Sci-Fi,8.643,23.0421,6852,2019,ja
632,Dan Da Dan,TV Show,Sci-Fi,8.6,76.8948,654,2024,ja
761,Death Note,TV Show,Sci-Fi,8.6,15.996,4509,2006,ja
813,Mr. Queen,TV Show,Sci-Fi,8.6,11.0604,449,2020,ko
851,My Hero Academia,TV Show,Sci-Fi,8.6,9.9547,5071,2016,ja
1028,Scavengers Reign,TV Show,Sci-Fi,8.6,6.8971,312,2023,en
638,Stranger Things,TV Show,Sci-Fi,8.596,67.5615,18696,2016,en
828,Scissor Seven,TV Show,Sci-Fi,8.588,11.2536,733,2018,zh
651,JUJUTSU KAISEN,TV Show,Sci-Fi,8.575,49.208,3941,2020,ja
764,Neon Genesis Evangelion,TV Show,Sci-Fi,8.565,15.3845,1901,1995,ja
691,JoJo's Bizarre Adventure,TV Show,Sci-Fi,8.556,26.4554,1489,2012,ja
850,Dr. STONE,TV Show,Sci-Fi,8.547,9.0086,1557,2019,ja
749,Alchemy of Souls,TV Show,Sci-Fi,8.537,17.2131,709,2022,ko
751,The Rising of the Shield Hero,TV Show,Sci-Fi,8.5,16.5008,1463,2019,ja
753,My Demon,TV Show,Sci-Fi,8.5,16.6906,579,2023,ko
773,Witch Watch,TV Show,Sci-Fi,8.5,17.1559,15,2025,ja
807,Delicious in Dungeon,TV Show,Sci-Fi,8.5,11.7793,255,2024,ja
809,Mob Psycho 100,TV Show,Sci-Fi,8.5,12.1956,1195,2016,ja
847,The Umbrella Academy,TV Show,Sci-Fi,8.5,9.7615,9728,2019,en
1049,Hotel Del Luna,TV Show,Sci-Fi,8.5,5.9324,586,2019,ko
1005,Cyberpunk: Edgerunners,TV Show,Sci-Fi,8.486,7.0009,1586,2022,ja
819,Record of Ragnarok,TV Show,Sci-Fi,8.451,11.054,1732,2021,ja
639,Lucifer,TV Show,Sci-Fi,8.444,68.6729,15115,2016,en
758,Legacies,TV Show,Sci-Fi,8.438,17.5743,2967,2018,en
719,Dark,TV Show,Sci-Fi,8.42,21.6017,7098,2017,de
672,Naruto,TV Show,Sci-Fi,8.4,34.4372,5765,2002,ja
848,Dragons: Race to the Edge,TV Show,Sci-Fi,8.4,10.5997,445,2015,en
1050,KENGAN ASHURA,TV Show,Sci-Fi,8.4,6.025,996,2019,ja
1076,Tale of the Nine Tailed,TV Show,Sci-Fi,8.4,5.0931,469,2020,ko
1108,Trollhunters: Tales of Arcadia,TV Show,Sci-Fi,8.4,5.5552,1114,2016,en
621,Wednesday,TV Show,Sci-Fi,8.391,447.3648,9737,2022,en
971,Dorohedoro,TV Show,Sci-Fi,8.32,6.343,366,2020,ja
1105,The Amazing Digital Circus,TV Show,Sci-Fi,8.318,5.1026,110,2023,en
625,Supernatural,TV Show,Sci-Fi,8.3,129.4946,7982,2005,en
678,Sweet Home,TV Show,Sci-Fi,8.3,29.8081,1494,2020,ko
794,Teenage Mutant Ninja Turtles,TV Show,Sci-Fi,8.3,12.5223,750,2012,en
812,MASHLE: MAGIC AND MUSCLES,TV Show,Sci-Fi,8.3,12.525,565,2023,ja
893,My Happy Marriage,TV Show,Sci-Fi,8.3,8.7182,191,2023,ja
903,Wakfu,TV Show,Sci-Fi,8.3,7.794,105,2008,fr
951,Jurassic World: Chaos Theory,TV Show,Sci-Fi,8.3,7.5113,167,2024,en
1006,Castlevania,TV Show,Sci-Fi,8.3,7.0245,1433,2017,en
1016,The Disastrous Life of Saiki K.,TV Show,Sci-Fi,8.3,6.9013,343,2016,ja
1020,Love Between Fairy and Devil,TV Show,Sci-Fi,8.3,5.5531,159,2022,zh
1042,Charlotte,TV Show,Sci-Fi,8.3,5.7404,612,2015,ja
663,Black Mirror,TV Show,Sci-Fi,8.281,37.0808,5681,2011,en
958,The King: Eternal Monarch,TV Show,Sci-Fi,8.276,7.1606,876,2020,ko
739,"Love, Death & Robots",TV Show,Sci-Fi,8.231,17.0759,3680,2019,en
830,Dragon Ball DAIMA,TV Show,Sci-Fi,8.208,10.5745,524,2024,ja
660,Outlander,TV Show,Sci-Fi,8.2,41.0812,2709,2014,en
747,My Little Pony: Friendship Is Magic,TV Show,Sci-Fi,8.2,18.4245,689,2010,en
798,The Seven Deadly Sins: Four Knights of the Apocalypse,TV Show,Sci-Fi,8.2,12.3618,191,2023,ja
888,Gurren Lagann,TV Show,Sci-Fi,8.2,9.1444,541,2007,ja
891,Chilling Adventures of Sabrina,TV Show,Sci-Fi,8.2,8.1999,3637,2018,en
1074,The Dragon Prince,TV Show,Sci-Fi,8.2,5.2121,660,2018,en
780,ONE PIECE,TV Show,Sci-Fi,8.152,12.7484,1384,2023,en
624,The Walking Dead: Daryl Dixon,TV Show,Sci-Fi,8.1,134.6003,745,2023,en
791,Destined with You,TV Show,Sci-Fi,8.1,12.3158,206,2023,ko
843,Hell's Paradise,TV Show,Sci-Fi,8.1,11.3707,329,2023,ja
846,Baki Hanma,TV Show,Sci-Fi,8.1,11.5524,521,2021,ja
637,The Walking Dead,TV Show,Sci-Fi,8.093,69.9486,17182,2010,en
1004,Gyeongseong Creature,TV Show,Sci-Fi,8.046,6.3925,283,2023,ko
696,The Witcher,TV Show,Sci-Fi,8.013,33.2069,6250,2019,en
750,The Thundermans,TV Show,Sci-Fi,8.0,17.3562,578,2013,en
933,Devil May Cry,TV Show,Sci-Fi,8.0,7.8168,240,2025,en
944,Love Game in Eastern Fantasy,TV Show,Sci-Fi,8.0,7.4931,24,2024,zh
950,Dragon Quest: The Adventure of Dai,TV Show,Sci-Fi,8.0,7.4345,122,2020,ja
988,Happiness,TV Show,Sci-Fi,8.0,6.135,527,2021,ko
1032,Pantheon,TV Show,Sci-Fi,8.0,5.5701,180,2022,en
1046,Fate: The Winx Saga,TV Show,Sci-Fi,8.0,6.1648,1492,2021,en
1111,Scott Pilgrim Takes Off,TV Show,Sci-Fi,8.0,4.8623,345,2023,en
772,The Walking Dead: Dead City,TV Show,Sci-Fi,7.99,13.3206,650,2023,en
852,The Good Place,TV Show,Sci-Fi,7.97,10.1795,1793,2016,en
711,Ninjago: Masters of Spinjitzu,TV Show,Sci-Fi,7.939,21.5226,748,2012,en
705,The Sandman,TV Show,Sci-Fi,7.909,23.2635,2379,2022,en
662,The 100,TV Show,Sci-Fi,7.9,39.4941,8362,2014,en
675,Pokémon,TV Show,Sci-Fi,7.9,32.3592,2019,1997,ja
796,Goosebumps,TV Show,Sci-Fi,7.9,11.8023,606,1995,en
1058,PLUTO,TV Show,Sci-Fi,7.9,6.3212,203,2023,ja
1067,The Venture Bros.,TV Show,Sci-Fi,7.9,7.1948,219,2004,en
1072,One Hundred Years of Solitude,TV Show,Sci-Fi,7.9,5.2357,163,2024,es
1026,Bad and Crazy,TV Show,Sci-Fi,7.848,6.221,89,2021,ko
795,Resident Alien,TV Show,Sci-Fi,7.822,11.8679,869,2021,en
818,Orphan Black,TV Show,Sci-Fi,7.817,12.4244,1327,2013,en
923,Sweet Tooth,TV Show,Sci-Fi,7.805,7.7509,1521,2021,en
640,The Flash,TV Show,Sci-Fi,7.8,61.2848,11375,2014,en
826,A Discovery of Witches,TV Show,Sci-Fi,7.8,11.3886,783,2018,en
931,Avatar the Last Airbender,TV Show,Sci-Fi,7.8,8.0639,971,2024,en
965,Danger Force,TV Show,Sci-Fi,7.8,7.6159,278,2020,en
994,Sense8,TV Show,Sci-Fi,7.8,7.9503,1727,2015,en
1002,H2O: Just Add Water,TV Show,Sci-Fi,7.8,7.2082,670,2006,en
1048,Locke & Key,TV Show,Sci-Fi,7.8,6.3019,1354,2020,en
1063,"Roswell, New Mexico",TV Show,Sci-Fi,7.8,5.498,434,2019,en
1091,Shadow and Bone,TV Show,Sci-Fi,7.8,5.7082,1474,2021,en
909,Altered Carbon,TV Show,Sci-Fi,7.7,8.2674,2093,2018,en
1034,The Order,TV Show,Sci-Fi,7.7,5.6887,874,2019,en
1115,Bulgasal: Immortal Souls,TV Show,Sci-Fi,7.7,4.5514,65,2021,ko
701,The Fairly OddParents,TV Show,Sci-Fi,7.6,23.6549,1046,2001,en
735,Manifest,TV Show,Sci-Fi,7.6,19.5904,1682,2018,en
822,Mobile Suit Gundam SEED,TV Show,Sci-Fi,7.6,15.2249,51,2002,ja
868,Travelers,TV Show,Sci-Fi,7.6,10.0292,793,2016,en
879,YAIBA: Samurai Legend,TV Show,Sci-Fi,7.6,9.9493,11,2025,ja
899,Zom 100: Bucket List of the Dead,TV Show,Sci-Fi,7.6,8.0417,163,2023,ja
970,Eternal Love,TV Show,Sci-Fi,7.6,7.3472,54,2017,zh
1001,Uncle from Another World,TV Show,Sci-Fi,7.599,6.1628,121,2022,ja
894,The Eternaut,TV Show,Sci-Fi,7.563,8.4683,394,2025,es
1033,The OA,TV Show,Sci-Fi,7.525,5.4892,1257,2016,en
810,Lost in Space,TV Show,Sci-Fi,7.5,11.3791,1738,2018,en
911,Guillermo del Toro's Cabinet of Curiosities,TV Show,Sci-Fi,7.499,7.83,898,2022,en
865,3 Body Problem,TV Show,Sci-Fi,7.481,9.7666,1240,2024,en
902,Disenchantment,TV Show,Sci-Fi,7.44,9.2802,1208,2018,en
1106,Krapopolis,TV Show,Sci-Fi,7.4,5.6884,33,2023,en
1120,Yasuke,TV Show,Sci-Fi,7.4,3.9824,241,2021,ja
987,The Worst Witch,TV Show,Sci-Fi,7.398,7.0403,196,2017,en
1043,Interview with the Vampire,TV Show,Sci-Fi,7.398,5.8455,289,2022,en
694,Supergirl,TV Show,Sci-Fi,7.3,27.2335,4271,2015,en
740,Wolf King,TV Show,Sci-Fi,7.3,16.9042,32,2025,en
942,World Trigger,TV Show,Sci-Fi,7.3,7.504,42,2014,ja
1057,The Rain,TV Show,Sci-Fi,7.3,5.6821,1273,2018,da
1090,Hellbound,TV Show,Sci-Fi,7.3,5.0535,950,2021,ko
1100,Mayfair Witches,TV Show,Sci-Fi,7.3,5.6055,292,2023,en
790,DC's Legends of Tomorrow,TV Show,Sci-Fi,7.273,12.8966,2372,2016,en
766,Touched by an Angel,TV Show,Sci-Fi,7.2,14.0911,174,1994,en
889,Beyblade X,TV Show,Sci-Fi,7.2,8.4888,8,2023,ja
910,Beyblade X,TV Show,Sci-Fi,7.2,8.4888,8,2023,ja
1039,Charmed,TV Show,Sci-Fi,7.2,6.1191,468,2018,en
697,Quantum Leap,TV Show,Sci-Fi,7.1,15.2722,145,2022,en
844,Dragons: Rescue Riders,TV Show,Sci-Fi,7.1,10.7089,15,2019,en
1021,Skull Island,TV Show,Sci-Fi,7.1,5.611,90,2023,en
857,Power Rangers,TV Show,Sci-Fi,7.089,9.0735,804,1993,en
793,Van Helsing,TV Show,Sci-Fi,7.0,13.2772,893,2016,en
897,Black Lightning,TV Show,Sci-Fi,7.0,8.7603,904,2018,en
881,Ancient Aliens,TV Show,Sci-Fi,6.9,9.5737,282,2010,en
1080,Kabaneri of the Iron Fortress,TV Show,Sci-Fi,6.9,5.8542,172,2016,ja
898,Pororo the Little Penguin,TV Show,Sci-Fi,6.8,7.9549,8,2003,ko
960,Ghost in the Shell: SAC_2045,TV Show,Sci-Fi,6.5,5.1162,135,2020,ja
