id,title,type,genre,tmdb_score,popularity,vote_count,release_year,original_language
460,Spellbound,Movie,Family,6.667,5.616,276,2024,en
373,The Bad Guys: A Very Bad Holiday,Movie,Family,6.6,6.9564,143,2023,en
381,Puss in Boots,Movie,Family,6.582,8.101,4289,2011,en
255,The Karate Kid,Movie,Family,6.563,8.9836,6314,2010,en
344,Orion and the Dark,Movie,Family,6.532,7.0711,585,2024,en
171,Penguins of Madagascar,Movie,Family,6.5,14.8077,4309,2014,en
295,The Spooky Tale of Captain Underpants: Hack-a-ween,Movie,Family,6.5,7.3654,26,2019,en
589,Cloudy with a Chance of Meatballs 2,Movie,Family,6.441,6.9359,3339,2013,en
594,Minions,Movie,Family,6.415,4.9805,10816,2015,en
428,Family Switch,Movie,Family,6.401,6.1232,709,2023,en
355,Zathura: A Space Adventure,Movie,Family,6.4,7.1799,3412,2005,en
462,Woody Woodpecker Goes to Camp,Movie,Family,6.4,5.7391,180,2024,en
185,Shrek Forever After,Movie,Family,6.387,12.061,7649,2010,en
534,The Karate Kid Part II,Movie,Family,6.329,4.6883,2347,1986,en
190,Shrek the Third,Movie,Family,6.297,11.5755,9394,2007,en
610,Tu Jhoothi Main Makkaar,Movie,Family,6.283,5.0912,205,2023,hi
337,Antz,Movie,Family,6.2,7.3111,4573,1998,en
535,Christmas with the Kranks,Movie,Family,6.143,5.7331,1222,2004,en
463,Journey to the Center of the Earth,Movie,Family,6.078,6.0267,4964,2008,en
300,Shark Tale,Movie,Family,6.023,7.94,6492,2004,en
571,Spy Kids: Armageddon,Movie,Family,6.0,4.8189,160,2023,en
529,We Can Be Heroes,Movie,Family,5.982,5.5758,791,2020,en
436,The Karate Kid Part III,Movie,Family,5.922,6.0513,1723,1989,en
582,Dennis the Menace,Movie,Family,5.873,5.0386,1509,1993,en
280,The Emoji Movie,Movie,Family,5.422,8.227,3207,2017,en
946,PJ Masks,TV Show,Family,5.1,8.5813,49,2015,en
738,Pokémon Horizons,TV Show,Fantasy,9.0,18.064,86,2023,ja
630,"Bon Appétit, Your Majesty",TV Show,Fantasy,8.923,94.2988,39,2025,ko
716,The Summer Hikaru Died,TV Show,Fantasy,8.8,26.8159,30,2025,ja
736,Arcane,TV Show,Fantasy,8.762,17.8762,5360,2021,en
657,Frieren: Beyond Journey's End,TV Show,Fantasy,8.76,47.1465,517,2023,ja
835,Avatar: The Last Airbender,TV Show,Fantasy,8.758,10.6058,4471,2005,en
778,Fullmetal Alchemist: Brotherhood,TV Show,Fantasy,8.7,13.5315,2250,2009,ja
677,Hunter x Hunter,TV Show,Fantasy,8.666,34.7098,1940,2011,ja
713,Demon Slayer: Kimetsu no Yaiba,TV Show,Fantasy,8.643,23.0421,6852,2019,ja
632,Dan Da Dan,TV Show,Fantasy,8.6,76.8948,654,2024,ja
761,Death Note,TV Show,Fantasy,8.6,15.996,4509,2006,ja
813,Mr. Queen,TV Show,Fantasy,8.6,11.0604,449,2020,ko
851,My Hero Academia,TV Show,Fantasy,8.6,9.9547,5071,2016,ja
1028,Scavengers Reign,TV Show,Fantasy,8.6,6.8971,312,2023,en
638,Stranger Things,TV Show,Fantasy,8.596,67.5615,18696,2016,en
828,Scissor Seven,TV Show,Fantasy,8.588,11.2536,733,2018,zh
651,JUJUTSU KAISEN,TV Show,Fantasy,8.575,49.208,3941,2020,ja
764,Neon Genesis Evangelion,TV Show,Fantasy,8.565,15.3845,1901,1995,ja
691,JoJo's Bizarre Adventure,TV Show,Fantasy,8.556,26.4554,1489,2012,ja
850,Dr. STONE,TV Show,Fantasy,8.547,9.0086,1557,2019,ja
749,Alchemy of Souls,TV Show,Fantasy,8.537,17.2131,709,2022,ko
751,The Rising of the Shield Hero,TV Show,Fantasy,8.5,16.5008,1463,2019,ja
753,My Demon,TV Show,Fantasy,8.5,16.6906,579,2023,ko
773,Witch Watch,TV Show,Fantasy,8.5,17.1559,15,2025,ja
807,Delicious in Dungeon,TV Show,Fantasy,8.5,11.7793,255,2024,ja
809,Mob Psycho 100,TV Show,Fantasy,8.5,12.1956,1195,2016,ja
847,The Umbrella Academy,TV Show,Fantasy,8.5,9.7615,9728,2019,en
1049,Hotel Del Luna,TV Show,Fantasy,8.5,5.9324,586,2019,ko
1005,Cyberpunk: Edgerunners,TV Show,Fantasy,8.486,7.0009,1586,2022,ja
819,Record of Ragnarok,TV Show,Fantasy,8.451,11.054,1732,2021,ja
639,Lucifer,TV Show,Fantasy,8.444,68.6729,15115,2016,en
758,Legacies,TV Show,Fantasy,8.438,17.5743,2967,2018,en
719,Dark,TV Show,Fantasy,8.42,21.6017,7098,2017,de
128,Kontrabida Academy,Movie,Fantasy,8.4,53.099,4,2025,tl
672,Naruto,TV Show,Fantasy,8.4,34.4372,5765,2002,ja
848,Dragons: Race to the Edge,TV Show,Fantasy,8.4,10.5997,445,2015,en
1050,KENGAN ASHURA,TV Show,Fantasy,8.4,6.025,996,2019,ja
1076,Tale of the Nine Tailed,TV Show,Fantasy,8.4,5.0931,469,2020,ko
1108,Trollhunters: Tales of Arcadia,TV Show,Fantasy,8.4,5.5552,1114,2016,en
621,Wednesday,TV Show,Fantasy,8.391,447.3648,9737,2022,en
121,KPop Demon Hunters,Movie,Fantasy,8.331,176.5429,1371,2025,en
971,Dorohedoro,TV Show,Fantasy,8.32,6.343,366,2020,ja
1105,The Amazing Digital Circus,TV Show,Fantasy,8.318,5.1026,110,2023,en
625,Supernatural,TV Show,Fantasy,8.3,129.4946,7982,2005,en
678,Sweet Home,TV Show,Fantasy,8.3,29.8081,1494,2020,ko
794,Teenage Mutant Ninja Turtles,TV Show,Fantasy,8.3,12.5223,750,2012,en
812,MASHLE: MAGIC AND MUSCLES,TV Show,Fantasy,8.3,12.525,565,2023,ja
893,My Happy Marriage,TV Show,Fantasy,8.3,8.7182,191,2023,ja
903,Wakfu,TV Show,Fantasy,8.3,7.794,105,2008,fr
951,Jurassic World: Chaos Theory,TV Show,Fantasy,8.3,7.5113,167,2024,en
1006,Castlevania,TV Show,Fantasy,8.3,7.0245,1433,2017,en
1016,The Disastrous Life of Saiki K.,TV Show,Fantasy,8.3,6.9013,343,2016,ja
1020,Love Between Fairy and Devil,TV Show,Fantasy,8.3,5.5531,159,2022,zh
1042,Charlotte,TV Show,Fantasy,8.3,5.7404,612,2015,ja
663,Black Mirror,TV Show,Fantasy,8.281,37.0808,5681,2011,en
958,The King: Eternal Monarch,TV Show,Fantasy,8.276,7.1606,876,2020,ko
412,Klaus,Movie,Fantasy,8.235,5.8534,4347,2019,en
739,"Love, Death & Robots",TV Show,Fantasy,8.231,17.0759,3680,2019,en
830,Dragon Ball DAIMA,TV Show,Fantasy,8.208,10.5745,524,2024,ja
660,Outlander,TV Show,Fantasy,8.2,41.0812,2709,2014,en
747,My Little Pony: Friendship Is Magic,TV Show,Fantasy,8.2,18.4245,689,2010,en
798,The Seven Deadly Sins: Four Knights of the Apocalypse,TV Show,Fantasy,8.2,12.3618,191,2023,ja
888,Gurren Lagann,TV Show,Fantasy,8.2,9.1444,541,2007,ja
891,Chilling Adventures of Sabrina,TV Show,Fantasy,8.2,8.1999,3637,2018,en
1074,The Dragon Prince,TV Show,Fantasy,8.2,5.2121,660,2018,en
780,ONE PIECE,TV Show,Fantasy,8.152,12.7484,1384,2023,en
421,Black Clover: Sword of the Wizard King,Movie,Fantasy,8.144,6.5908,320,2023,ja
246,Jujutsu Kaisen 0,Movie,Fantasy,8.121,10.2307,1547,2021,ja
624,The Walking Dead: Daryl Dixon,TV Show,Fantasy,8.1,134.6003,745,2023,en
791,Destined with You,TV Show,Fantasy,8.1,12.3158,206,2023,ko
843,Hell's Paradise,TV Show,Fantasy,8.1,11.3707,329,2023,ja
846,Baki Hanma,TV Show,Fantasy,8.1,11.5524,521,2021,ja
371,New Gods: Nezha Reborn,Movie,Fantasy,8.098,6.5895,480,2021,zh
637,The Walking Dead,TV Show,Fantasy,8.093,69.9486,17182,2010,en
1004,Gyeongseong Creature,TV Show,Fantasy,8.046,6.3925,283,2023,ko
696,The Witcher,TV Show,Fantasy,8.013,33.2069,6250,2019,en
750,The Thundermans,TV Show,Fantasy,8.0,17.3562,578,2013,en
933,Devil May Cry,TV Show,Fantasy,8.0,7.8168,240,2025,en
944,Love Game in Eastern Fantasy,TV Show,Fantasy,8.0,7.4931,24,2024,zh
950,Dragon Quest: The Adventure of Dai,TV Show,Fantasy,8.0,7.4345,122,2020,ja
988,Happiness,TV Show,Fantasy,8.0,6.135,527,2021,ko
1032,Pantheon,TV Show,Fantasy,8.0,5.5701,180,2022,en
1046,Fate: The Winx Saga,TV Show,Fantasy,8.0,6.1648,1492,2021,en
1111,Scott Pilgrim Takes Off,TV Show,Fantasy,8.0,4.8623,345,2023,en
772,The Walking Dead: Dead City,TV Show,Fantasy,7.99,13.3206,650,2023,en
852,The Good Place,TV Show,Fantasy,7.97,10.1795,1793,2016,en
711,Ninjago: Masters of Spinjitzu,TV Show,Fantasy,7.939,21.5226,748,2012,en
131,Ne Zha,Movie,Fantasy,7.914,43.2689,642,2019,zh
258,Suzume,Movie,Fantasy,7.91,8.9752,1537,2022,ja
705,The Sandman,TV Show,Fantasy,7.909,23.2635,2379,2022,en
391,Cells at Work!,Movie,Fantasy,7.9,6.7259,42,2024,ja
591,A Whisker Away,Movie,Fantasy,7.9,5.0271,1437,2020,ja
662,The 100,TV Show,Fantasy,7.9,39.4941,8362,2014,en
675,Pokémon,TV Show,Fantasy,7.9,32.3592,2019,1997,ja
796,Goosebumps,TV Show,Fantasy,7.9,11.8023,606,1995,en
1058,PLUTO,TV Show,Fantasy,7.9,6.3212,203,2023,ja
1067,The Venture Bros.,TV Show,Fantasy,7.9,7.1948,219,2004,en
1072,One Hundred Years of Solitude,TV Show,Fantasy,7.9,5.2357,163,2024,es
616,Wish Dragon,Movie,Fantasy,7.881,4.9867,1405,2021,en
270,Nimona,Movie,Fantasy,7.862,7.423,1237,2023,en
1026,Bad and Crazy,TV Show,Fantasy,7.848,6.221,89,2021,ko
795,Resident Alien,TV Show,Fantasy,7.822,11.8679,869,2021,en
818,Orphan Black,TV Show,Fantasy,7.817,12.4244,1327,2013,en
923,Sweet Tooth,TV Show,Fantasy,7.805,7.7509,1521,2021,en
640,The Flash,TV Show,Fantasy,7.8,61.2848,11375,2014,en
826,A Discovery of Witches,TV Show,Fantasy,7.8,11.3886,783,2018,en
931,Avatar the Last Airbender,TV Show,Fantasy,7.8,8.0639,971,2024,en
965,Danger Force,TV Show,Fantasy,7.8,7.6159,278,2020,en
994,Sense8,TV Show,Fantasy,7.8,7.9503,1727,2015,en
1002,H2O: Just Add Water,TV Show,Fantasy,7.8,7.2082,670,2006,en
1048,Locke & Key,TV Show,Fantasy,7.8,6.3019,1354,2020,en
1063,"Roswell, New Mexico",TV Show,Fantasy,7.8,5.498,434,2019,en
1091,Shadow and Bone,TV Show,Fantasy,7.8,5.7082,1474,2021,en
366,Donnie Darko,Movie,Fantasy,7.768,6.306,12900,2001,en
141,Shrek,Movie,Fantasy,7.752,24.5795,17954,2001,en
909,Altered Carbon,TV Show,Fantasy,7.7,8.2674,2093,2018,en
1034,The Order,TV Show,Fantasy,7.7,5.6887,874,2019,en
1115,Bulgasal: Immortal Souls,TV Show,Fantasy,7.7,4.5514,65,2021,ko
292,"Miraculous: Ladybug & Cat Noir, The Movie",Movie,Fantasy,7.623,7.3534,921,2023,fr
390,Groundhog Day,Movie,Fantasy,7.6,6.3564,8404,1993,en
701,The Fairly OddParents,TV Show,Fantasy,7.6,23.6549,1046,2001,en
735,Manifest,TV Show,Fantasy,7.6,19.5904,1682,2018,en
822,Mobile Suit Gundam SEED,TV Show,Fantasy,7.6,15.2249,51,2002,ja
868,Travelers,TV Show,Fantasy,7.6,10.0292,793,2016,en
879,YAIBA: Samurai Legend,TV Show,Fantasy,7.6,9.9493,11,2025,ja
899,Zom 100: Bucket List of the Dead,TV Show,Fantasy,7.6,8.0417,163,2023,ja
970,Eternal Love,TV Show,Fantasy,7.6,7.3472,54,2017,zh
1001,Uncle from Another World,TV Show,Fantasy,7.599,6.1628,121,2022,ja
894,The Eternaut,TV Show,Fantasy,7.563,8.4683,394,2025,es
543,Bāhubali: The Beginning,Movie,Fantasy,7.541,5.4319,858,2015,te
1033,The OA,TV Show,Fantasy,7.525,5.4892,1257,2016,en
207,E.T. the Extra-Terrestrial,Movie,Fantasy,7.514,10.0568,11545,1982,en
599,Rurouni Kenshin Part I: Origins,Movie,Fantasy,7.5,4.8482,848,2012,ja
810,Lost in Space,TV Show,Fantasy,7.5,11.3791,1738,2018,en
911,Guillermo del Toro's Cabinet of Curiosities,TV Show,Fantasy,7.499,7.83,898,2022,en
865,3 Body Problem,TV Show,Fantasy,7.481,9.7666,1240,2024,en
443,Willy Wonka & the Chocolate Factory,Movie,Fantasy,7.477,6.7731,3762,1971,en
902,Disenchantment,TV Show,Fantasy,7.44,9.2802,1208,2018,en
1106,Krapopolis,TV Show,Fantasy,7.4,5.6884,33,2023,en
1120,Yasuke,TV Show,Fantasy,7.4,3.9824,241,2021,ja
987,The Worst Witch,TV Show,Fantasy,7.398,7.0403,196,2017,en
1043,Interview with the Vampire,TV Show,Fantasy,7.398,5.8455,289,2022,en
164,Shrek 2,Movie,Fantasy,7.301,15.6456,12896,2004,en
358,The Sea Beast,Movie,Fantasy,7.3,7.0082,1585,2022,en
694,Supergirl,TV Show,Fantasy,7.3,27.2335,4271,2015,en
740,Wolf King,TV Show,Fantasy,7.3,16.9042,32,2025,en
942,World Trigger,TV Show,Fantasy,7.3,7.504,42,2014,ja
1057,The Rain,TV Show,Fantasy,7.3,5.6821,1273,2018,da
1090,Hellbound,TV Show,Fantasy,7.3,5.0535,950,2021,ko
1100,Mayfair Witches,TV Show,Fantasy,7.3,5.6055,292,2023,en
790,DC's Legends of Tomorrow,TV Show,Fantasy,7.273,12.8966,2372,2016,en
425,One Piece Film Red,Movie,Fantasy,7.2,6.2006,1079,2022,ja
766,Touched by an Angel,TV Show,Fantasy,7.2,14.0911,174,1994,en
889,Beyblade X,TV Show,Fantasy,7.2,8.4888,8,2023,ja
910,Beyblade X,TV Show,Fantasy,7.2,8.4888,8,2023,ja
1039,Charmed,TV Show,Fantasy,7.2,6.1191,468,2018,en
238,The Old Guard,Movie,Fantasy,7.125,8.8432,4545,2020,en
478,Mary and The Witch's Flower,Movie,Fantasy,7.118,7.2611,840,2017,ja
364,The School for Good and Evil,Movie,Fantasy,7.1,7.1596,1313,2022,en
697,Quantum Leap,TV Show,Fantasy,7.1,15.2722,145,2022,en
844,Dragons: Rescue Riders,TV Show,Fantasy,7.1,10.7089,15,2019,en
1021,Skull Island,TV Show,Fantasy,7.1,5.611,90,2023,en
857,Power Rangers,TV Show,Fantasy,7.089,9.0735,804,1993,en
157,Charlie and the Chocolate Factory,Movie,Fantasy,7.041,15.9248,15643,2005,en
276,Damsel,Movie,Fantasy,7.008,7.5878,2535,2024,en
166,Beetlejuice Beetlejuice,Movie,Fantasy,7.0,14.8177,2724,2024,en
225,Demon City,Movie,Fantasy,7.0,10.651,274,2025,ja
282,Thelma the Unicorn,Movie,Fantasy,7.0,8.4934,180,2024,en
793,Van Helsing,TV Show,Fantasy,7.0,13.2772,893,2016,en
897,Black Lightning,TV Show,Fantasy,7.0,8.7603,904,2018,en
367,The Witcher: Sirens of the Deep,Movie,Fantasy,6.9,7.1346,216,2025,en
881,Ancient Aliens,TV Show,Fantasy,6.9,9.5737,282,2010,en
1080,Kabaneri of the Iron Fortress,TV Show,Fantasy,6.9,5.8542,172,2016,ja
370,Hotel Transylvania 3: Summer Vacation,Movie,Fantasy,6.849,6.5769,4566,2018,en
523,Roald Dahl's Matilda the Musical,Movie,Fantasy,6.8,5.3275,760,2022,en
898,Pororo the Little Penguin,TV Show,Fantasy,6.8,7.9549,8,2003,ko
481,Harold and the Purple Crayon,Movie,Fantasy,6.737,5.4656,310,2024,en
230,Plankton: The Movie,Movie,Fantasy,6.72,9.4244,123,2025,en
460,Spellbound,Movie,Fantasy,6.667,5.616,276,2024,en
384,Weird Science,Movie,Fantasy,6.6,5.4627,1457,1985,en
528,Troll,Movie,Fantasy,6.6,5.5538,1800,2022,no
381,Puss in Boots,Movie,Fantasy,6.582,8.101,4289,2011,en
344,Orion and the Dark,Movie,Fantasy,6.532,7.0711,585,2024,en
442,Kalki 2898-AD,Movie,Fantasy,6.511,5.956,138,2024,te
960,Ghost in the Shell: SAC_2045,TV Show,Fantasy,6.5,5.1162,135,2020,ja
377,Ghostbusters: Frozen Empire,Movie,Fantasy,6.474,6.298,1913,2024,en
577,The Mortal Instruments: City of Bones,Movie,Fantasy,6.44,5.1275,4534,2013,en
428,Family Switch,Movie,Fantasy,6.401,6.1232,709,2023,en
419,Dracula Untold,Movie,Fantasy,6.4,4.9013,6282,2014,en
185,Shrek Forever After,Movie,Fantasy,6.387,12.061,7649,2010,en
870,Extant,TV Show,Fantasy,6.3,9.7895,328,2014,en
190,Shrek the Third,Movie,Fantasy,6.297,11.5755,9394,2007,en
379,47 Ronin,Movie,Fantasy,6.2,4.6057,3968,2013,en
470,Dear David,Movie,Fantasy,6.2,5.1312,37,2023,id
505,Suzzanna: Kliwon Friday Night,Movie,Fantasy,6.2,6.1027,6,2023,id
1085,Another Life,TV Show,Fantasy,6.1,4.6771,419,2019,en
139,The Old Guard 2,Movie,Fantasy,6.035,25.068,705,2025,en
361,The Silence,Movie,Fantasy,6.0,6.1073,1614,2019,en
529,We Can Be Heroes,Movie,Fantasy,5.982,5.5758,791,2020,en
396,R.I.P.D.,Movie,Fantasy,5.85,6.0475,4131,2013,en
335,The Happytime Murders,Movie,Fantasy,5.798,6.7803,1041,2018,en
319,The Dark Tower,Movie,Fantasy,5.78,6.273,5324,2017,en
327,Wrath of the Titans,Movie,Fantasy,5.749,7.2286,4334,2012,en
488,Gods of Egypt,Movie,Fantasy,5.7,5.6392,4186,2016,en
201,Madame Web,Movie,Fantasy,5.336,11.1281,2329,2024,en
946,PJ Masks,TV Show,Fantasy,5.1,8.5813,49,2015,en
508,Adipurush,Movie,Fantasy,4.827,5.6329,98,2023,hi
502,Flashback,Movie,Fantasy,4.8,5.3997,40,2023,en
293,Cats,Movie,Fantasy,4.091,7.6761,1011,2019,en
737,All of Us Are Dead,TV Show,Fantasy,0.0,18.7051,0,2022,ko
530,Society of the Snow,Movie,History,7.992,5.0353,3242,2023,es
221,1917,Movie,History,7.986,10.254,12981,2019,en
519,I'm Still Here,Movie,History,7.949,5.4651,800,2024,pt
515,The Boy Who Harnessed the Wind,Movie,History,7.895,6.1137,1770,2019,en
590,The Shadow in My Eye,Movie,History,7.8,5.0319,521,2021,da
277,All Quiet on the Western Front,Movie,History,7.729,8.0105,4290,2022,de
506,Rurouni Kenshin: The Final,Movie,History,7.728,5.8159,509,2021,ja
490,The Irishman,Movie,History,7.6,5.4512,7160,2019,en
599,Rurouni Kenshin Part I: Origins,Movie,History,7.5,4.8482,848,2012,ja
546,The Two Popes,Movie,History,7.493,6.0434,3005,2019,en
483,Gangubai Kathiawadi,Movie,History,7.449,5.3157,167,2022,hi
284,Downton Abbey,Movie,History,7.2,7.7037,1191,2019,en
566,Race,Movie,History,7.2,4.852,1574,2016,en
507,The King,Movie,History,7.16,5.7592,3379,2019,en
376,Midway,Movie,History,7.115,6.6568,2578,2019,en
278,Number 24,Movie,History,7.1,7.6267,318,2024,no
552,Major,Movie,History,7.0,5.8382,36,2022,te
547,Hostiles,Movie,History,6.9,5.3626,2386,2017,en
605,Operation Finale,Movie,History,6.7,4.6426,1040,2018,en
484,Riphagen the Untouchable,Movie,History,6.5,5.6975,174,2016,nl
305,Robin Hood,Movie,History,6.394,5.8734,4795,2010,en
313,12 Strong,Movie,History,6.348,7.3683,3077,2018,en
508,Adipurush,Movie,History,4.827,5.6329,98,2023,hi
180,Train to Busan,Movie,Horror,7.752,13.1059,7955,2016,ko
156,Jaws,Movie,Horror,7.677,14.5186,10998,1975,en
232,Godzilla Minus One,Movie,Horror,7.588,9.0473,2793,2023,ja
155,Bram Stoker's Dracula,Movie,Horror,7.447,14.4484,5433,1992,en
498,#Alive,Movie,Horror,7.2,5.5106,1933,2020,ko
475,Fear Street: 1978,Movie,Horror,7.188,5.9912,2075,2021,en
191,Talk to Me,Movie,Horror,7.152,12.5745,3386,2023,en
166,Beetlejuice Beetlejuice,Movie,Horror,7.0,14.8177,2724,2024,en
374,Strange Frequencies: Taiwan Killer Hospital,Movie,Horror,7.0,7.2545,1,2024,tl
561,Death Whisperer 2,Movie,Horror,6.99,5.6282,101,2024,th
418,Bird Box,Movie,Horror,6.827,6.0863,10222,2018,en
562,Blood Red Sky,Movie,Horror,6.819,5.4328,1631,2021,de
516,Incantation,Movie,Horror,6.8,5.2145,753,2022,zh
126,Maa,Movie,Horror,6.7,58.057,35,2025,hi
474,Peninsula,Movie,Horror,6.7,6.0256,2463,2020,ko
395,Fear Street: 1994,Movie,Horror,6.696,6.4525,2473,2021,en
299,Insidious: Chapter 2,Movie,Horror,6.68,7.294,4380,2013,en
399,Smile,Movie,Horror,6.665,6.8753,3716,2022,en
333,Subservience,Movie,Horror,6.658,6.7791,846,2024,en
192,Ziam,Movie,Horror,6.6,11.8016,170,2025,th
597,Bhool Bhulaiyaa,Movie,Horror,6.6,4.5014,185,2007,hi
309,Escape Room,Movie,Horror,6.544,7.0499,4849,2019,en
153,Until Dawn,Movie,Horror,6.506,17.8628,987,2025,en
310,Heart Eyes,Movie,Horror,6.5,7.1866,317,2025,en
360,Copycat,Movie,Horror,6.475,6.6878,1139,1995,en
233,Tarot,Movie,Horror,6.443,10.44,1254,2024,en
419,Dracula Untold,Movie,Horror,6.4,4.9013,6282,2014,en
608,Night Teeth,Movie,Horror,6.4,5.5644,816,2021,en
186,Van Helsing,Movie,Horror,6.384,11.45,6268,2004,en
445,The Ritual,Movie,Horror,6.271,6.3671,3214,2017,en
283,Army of the Dead,Movie,Horror,6.228,8.0448,4192,2021,en
505,Suzzanna: Kliwon Friday Night,Movie,Horror,6.2,6.1027,6,2023,id
432,Jaws 2,Movie,Horror,6.023,6.9515,2017,1978,en
361,The Silence,Movie,Horror,6.0,6.1073,1614,2019,en
357,Under Paris,Movie,Horror,5.937,7.2325,1328,2024,fr
414,A Classic Horror Story,Movie,Horror,5.845,6.1393,997,2021,it
550,Shadow in the Cloud,Movie,Horror,5.835,4.6809,1014,2020,en
417,Clown,Movie,Horror,5.8,5.6335,1411,2014,en
335,The Happytime Murders,Movie,Horror,5.798,6.7803,1041,2018,en
237,The Platform 2,Movie,Horror,5.543,9.3052,1268,2024,es
334,Secret Obsession,Movie,Horror,5.505,5.6578,1132,2019,en
353,Fear Street: Prom Queen,Movie,Horror,5.423,6.6207,435,2025,en
403,Ouija,Movie,Horror,5.146,6.9338,2706,2014,en
210,Tomb Watcher,Movie,Horror,5.056,9.3113,9,2025,th
738,Pokémon Horizons,TV Show,Kids,9.0,18.064,86,2023,ja
875,Numberblocks,TV Show,Kids,8.9,8.7968,14,2016,en
848,Dragons: Race to the Edge,TV Show,Kids,8.4,10.5997,445,2015,en
729,Henry Danger,TV Show,Kids,8.3,20.6357,1121,2014,en
794,Teenage Mutant Ninja Turtles,TV Show,Kids,8.3,12.5223,750,2012,en
951,Jurassic World: Chaos Theory,TV Show,Kids,8.3,7.5113,167,2024,en
698,LEGO Ninjago: Dragons Rising,TV Show,Kids,8.2,24.0111,86,2023,en
747,My Little Pony: Friendship Is Magic,TV Show,Kids,8.2,18.4245,689,2010,en
788,Victorious,TV Show,Kids,8.2,12.5945,1669,2010,en
644,Miraculous: Tales of Ladybug & Cat Noir,TV Show,Kids,8.0,51.7331,4514,2015,fr
722,iCarly,TV Show,Kids,8.0,21.0529,1489,2007,en
935,Jurassic World Camp Cretaceous,TV Show,Kids,8.0,7.3097,1871,2020,en
796,Goosebumps,TV Show,Kids,7.9,11.8023,606,1995,en
919,Gabby's Dollhouse,TV Show,Kids,7.9,8.5465,72,2021,en
752,The Loud House,TV Show,Kids,7.846,15.4993,547,2016,en
999,Hey Duggee,TV Show,Kids,7.8,6.8287,16,2014,en
1065,The Creature Cases,TV Show,Kids,7.8,6.7416,16,2022,en
701,The Fairly OddParents,TV Show,Kids,7.6,23.6549,1046,2001,en
992,Kung Fu Panda: The Dragon Knight,TV Show,Kids,7.5,5.3981,240,2022,en
978,Dawn of the Croods,TV Show,Kids,7.4,7.2236,96,2015,en
987,The Worst Witch,TV Show,Kids,7.398,7.0403,196,2017,en
740,Wolf King,TV Show,Kids,7.3,16.9042,32,2025,en
889,Beyblade X,TV Show,Kids,7.2,8.4888,8,2023,ja
910,Beyblade X,TV Show,Kids,7.2,8.4888,8,2023,ja
928,Grizzy & the Lemmings,TV Show,Kids,7.2,9.8563,29,2016,fr
844,Dragons: Rescue Riders,TV Show,Kids,7.1,10.7089,15,2019,en
932,The Smurfs,TV Show,Kids,7.1,7.5309,183,2021,fr
934,Octonauts,TV Show,Kids,7.1,7.7555,47,2010,en
1010,Rubble & Crew,TV Show,Kids,7.1,6.2255,31,2023,en
857,Power Rangers,TV Show,Kids,7.089,9.0735,804,1993,en
670,PAW Patrol,TV Show,Kids,7.0,34.3501,786,2013,en
908,Pocoyo,TV Show,Kids,7.0,8.6972,456,2005,en
1118,Catch! Teenieping,TV Show,Kids,7.0,5.5125,4,2020,ko
832,Masha and the Bear,TV Show,Kids,6.851,11.8328,407,2009,ru
898,Pororo the Little Penguin,TV Show,Kids,6.8,7.9549,8,2003,ko
979,Chi's Sweet Home,TV Show,Kids,6.8,6.8122,17,2008,ja
710,Peppa Pig,TV Show,Kids,6.6,24.1233,708,2004,en
900,Johnny Test,TV Show,Kids,6.4,9.8756,234,2005,en
1030,The Garfield Show,TV Show,Kids,6.286,7.1319,105,2009,en
946,PJ Masks,TV Show,Kids,5.1,8.5813,49,2015,en
1073,"Dr. Seuss's Red Fish, Blue Fish",TV Show,Kids,0.0,4.8977,0,2025,en
121,KPop Demon Hunters,Movie,Music,8.331,176.5429,1371,2025,en
240,La La Land,Movie,Music,7.9,9.815,17491,2016,en
314,The Blues Brothers,Movie,Music,7.727,7.0278,4373,1980,en
596,"tick, tick... BOOM!",Movie,Music,7.615,5.5498,2179,2021,en
430,A Star Is Born,Movie,Music,7.497,6.1667,11937,2018,en
393,Sing: Thriller,Movie,Music,7.2,6.6841,182,2024,en
425,One Piece Film Red,Movie,Music,7.2,6.2006,1079,2022,ja
346,8 Mile,Movie,Music,7.145,6.6382,7529,2002,en
179,Christopher - A Beautiful Real Life,Movie,Music,7.125,12.0318,4,2025,da
245,Sing,Movie,Music,7.1,9.2566,8197,2016,en
435,Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,Movie,Music,7.1,6.8608,139,2019,en
607,ReMastered: The Lion's Share,Movie,Music,6.6,4.7716,22,2019,en
541,Maestro,Movie,Music,6.306,5.5137,776,2023,en
136,Saiyaara,Movie,Music,6.2,31.0783,102,2025,hi
197,One Hit Wonder,Movie,Music,6.1,9.2715,7,2025,tl
718,Queen Mantis,TV Show,Mystery,9.0,20.4217,4,2025,ko
716,The Summer Hikaru Died,TV Show,Mystery,8.8,26.8159,30,2025,ja
673,The Apothecary Diaries,TV Show,Mystery,8.7,32.7474,426,2023,ja
761,Death Note,TV Show,Mystery,8.6,15.996,4509,2006,ja
638,Stranger Things,TV Show,Mystery,8.596,67.5615,18696,2016,en
883,The Untamed,TV Show,Mystery,8.538,7.4446,130,2019,zh
749,Alchemy of Souls,TV Show,Mystery,8.537,17.2131,709,2022,ko
918,Monster,TV Show,Mystery,8.535,10.2602,677,2004,ja
914,Girl from Nowhere,TV Show,Mystery,8.5,7.7008,904,2018,th
